id,source_file,line_number,braille,mathml,model_response,prompt_tokens,completion_tokens,response_time_seconds
11,ueb.brls,1573,⠼⠃⠙,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>24</mn></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>23</mn></math>",2824,26,0.11
12,ueb.brls,1203,⠛⠐⠣⠼⠋⠚⠐⠜⠦,"<math><mrow><mi>g</mi><mo stretchy=""false"">(</mo><mn>60</mn><mo stretchy=""false"">)</mo><mtext>?</mtext></mrow></math>","<math><mi>tan</mi><mo data-mjx-texclass=""NONE"">⁡</mo><mo stretchy=""false"">(</mo><mn>6</mn><mo stretchy=""false"">)</mo></math>",2842,52,0.11
13,ueb.brls,2080,⠨⠎⠰⠢⠭,<math><msub><mi>σ</mi><mi>x</mi></msub></math>,<math><mrow><mi>μ</mi><msub><mi>σ</mi><mi>x</mi></msub></mrow></math>,2830,35,0.11
14,ueb.brls,701,⠰⠰⠰⠙⠀⠐⠶⠀⠁⠢⠝⠐⠤⠁⠢⠣⠝⠐⠤⠼⠁⠜⠰⠄,<math><mrow><mi>d</mi><mo>=</mo><msub><mi>a</mi><mi>n</mi></msub><mo>-</mo><msub><mi>a</mi><mrow><mi>n</mi><mo>-</mo><mn>1</mn></mrow></msub></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mstyle displaystyle=""true"" scriptlevel=""0""><mfrac><mrow><mi>a</mi><mo>+</mo><mi>b</mi></mrow><mrow><mi>a</mi><mo>−</mo><mi>b</mi></mrow></mfrac></mstyle><mo>=</mo><mstyle displaystyle=""true"" scriptlevel=""0""><mfrac><mrow><mi>a</mi><mo>+</mo><mi>b</mi></mrow><mrow><mi>a</mi><mo>−</mo><mi>b</mi></mrow></mfrac></mstyle><mo>+</mo><mn>1</mn></math>",2880,164,0.11
15,ueb.brls,96,⠼⠃⠙⠌⠁⠃⠁,<math><mfrac><mn>24</mn><mn>121</mn></mfrac></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>9</mn><mn>11</mn></mfrac></math>",2834,38,0.11
16,ueb.brls,1553,⠰⠰⠰⠏⠢⠉⠀⠐⠶⠀⠷⠭⠢⠠⠁⠐⠖⠭⠢⠠⠃⠨⠌⠝⠢⠠⠁⠐⠖⠝⠢⠠⠃⠾⠰⠄,<math><mrow><msub><mi>p</mi><mi>c</mi></msub><mo>=</mo><mfrac><mrow><msub><mi>x</mi><mi>A</mi></msub><mo>+</mo><msub><mi>x</mi><mi>B</mi></msub></mrow><mrow><msub><mi>n</mi><mi>A</mi></msub><mo>+</mo><msub><mi>n</mi><mi>B</mi></msub></mrow></mfrac></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mstyle displaystyle=""true"" scriptlevel=""0""><mfrac><mrow><mi>P</mi><mo stretchy=""false"">(</mo><mi>x</mi><mo>+</mo><mn>1</mn><mo stretchy=""false"">)</mo><mo stretchy=""false"">(</mo><mi>y</mi><mo>+</mo><mn>1</mn><mo stretchy=""false"">)</mo></mrow><mrow><mi>P</mi><mo stretchy=""false"">(</mo><mi>x</mi><mo>+</mo><mn>1</mn><mo stretchy=""false"">)</mo><mo stretchy=""false"">(</mo><mi>y</mi><mo>+</mo><mn>1</mn><mo stretchy=""false"">)</mo></mrow></mfrac></mstyle></math>",2917,199,0.11
17,ueb.brls,922,⠐⠣⠼⠃⠐⠲⠼⠉⠐⠲⠼⠉⠐⠜,<math><mrow><mo>(</mo><mrow><mn>2</mn><mo>·</mo><mn>3</mn><mo>·</mo><mn>3</mn></mrow><mo>)</mo></mrow></math>,"<math><mrow><mo stretchy=""false"">(</mo><mn>2</mn><mo>+</mo><mn>3</mn><mo>+</mo><mn>3</mn><mo stretchy=""false"">)</mo></mrow></math>",2857,58,0.11
18,ueb.brls,967,⠋⠐⠣⠭⠐⠜⠀⠐⠶⠀⠰⠷⠐⠣⠭⠐⠖⠼⠃⠐⠜⠐⠣⠭⠐⠤⠼⠉⠐⠜⠨⠌⠐⠣⠭⠐⠖⠼⠁⠐⠜⠔⠼⠃⠐⠣⠭⠐⠤⠼⠃⠐⠜⠾⠲,"<math><mrow><mi>f</mi><mo stretchy=""false"">(</mo><mi>x</mi><mo stretchy=""false"">)</mo><mo>=</mo><mfrac><mrow><mo stretchy=""false"">(</mo><mi>x</mi><mo>+</mo><mn>2</mn><mo stretchy=""false"">)</mo><mo stretchy=""false"">(</mo><mi>x</mi><mo>−</mo><mn>3</mn><mo stretchy=""false"">)</mo></mrow><mrow><msup><mrow><mo stretchy=""false"">(</mo><mi>x</mi><mo>+</mo><mn>1</mn><mo stretchy=""false"">)</mo></mrow><mn>2</mn></msup><mo stretchy=""false"">(</mo><mi>x</mi><mo>−</mo><mn>2</mn><mo stretchy=""false"">)</mo></mrow></mfrac><mo>.</mo></mrow></math>","<math><mrow><mi>f</mi><mo stretchy=""false"">(</mo><mi>x</mi><mo stretchy=""false"">)</mo><mo>=</mo><mfrac><mrow><mo stretchy=""false"">(</mo><mi>x</mi><mo>−</mo><mn>3</mn><mo stretchy=""false"">)</mo></mrow><mrow><mo stretchy=""false"">(</mo><mi>x</mi><mo>−</mo><mn>1</mn><mo stretchy=""false"">)</mo></mrow></mfrac><mo>+</mo><mfrac><mrow><mo stretchy=""false"">(</mo><mi>x</mi><mo>−</mo><mn>3</mn><mo stretchy=""false"">)</mo></mrow><mrow><mo stretchy=""false"">(</mo><mi>x</mi><mo>−</mo><mn>3</mn><mo stretchy=""false"">)</mo></mrow></mfrac></mrow></math>",2975,226,0.11
19,ueb.brls,1144,⠐⠣⠼⠉⠃⠂⠐⠼⠁⠌⠉⠐⠜,"<math><mrow><mo>(</mo><mrow><mtext>32, </mtext><mfrac><mtext>1</mtext><mtext>3</mtext></mfrac></mrow><mo>)</mo></mrow></math>","<math><mrow><mo stretchy=""false"">(</mo><mn>−3</mn><mo>+</mo><mn>2</mn><mo stretchy=""false"">)</mo></mrow></math>",2853,48,0.11
20,ueb.brls,1184,⠈⠎⠼⠉⠙⠛⠲⠋⠑⠐⠣⠼⠁⠃⠐⠜⠐⠣⠼⠉⠐⠜⠀⠐⠶⠀⠈⠎⠼⠁⠃⠂⠀⠼⠑⠁⠑⠲⠙⠚⠲,"<math><mrow><mi mathvariant=""normal"">$</mi><mn>347.65</mn><mo stretchy=""false"">(</mo><mn>12</mn><mo stretchy=""false"">)</mo><mo stretchy=""false"">(</mo><mn>3</mn><mo stretchy=""false"">)</mo><mo>=</mo><mi mathvariant=""normal"">$</mi><mn>12</mn><mo>,</mo><mn>515.40</mn><mtext>.</mtext></mrow></math>","<math><mrow><mrow><mo>−</mo><mn>3</mn><mi mathvariant=""italic"">x</mi><mo>+</mo><mn>6</mn></mrow><mo stretchy=""false"">(</mo><mn>2</mn><mo stretchy=""false"">)</mo><mo stretchy=""false"">)</mo><mo>=</mo><mo>−</mo><mn>12</mn><mo>+</mo><mn>66</mn><mo>−</mo><mn>30</mn></mrow></math>",2929,124,0.11
21,ueb.brls,1210,⠐⠣⠼⠑⠽⠐⠜⠔⠼⠁⠌⠃,<math><msup><mrow><mo>(</mo><mrow><mn>5</mn><mi>y</mi></mrow><mo>)</mo></mrow><mfrac><mn>1</mn><mn>2</mn></mfrac></msup></math>,"<math><mrow><mo stretchy=""false"">(</mo><mi>e</mi><mi>y</mi><mo stretchy=""false"">)</mo><mo>+</mo><mn>1</mn><mo>−</mo><mn>2</mn></mrow></math>",2850,63,0.11
22,ueb.brls,2041,⠰⠽⠀⠐⠶⠀⠋⠐⠣⠭⠐⠜,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>y</mi><mo>=</mo><mi>f</mi><mo stretchy=""false"">(</mo><mi>x</mi><mo stretchy=""false"">)</mo></math>","<math><mrow><mi>y</mi><mo>=</mo><mi>f</mi><mo data-mjx-texclass=""NONE"">⁡</mo><mo stretchy=""false"">(</mo><mi>x</mi><mo stretchy=""false"">)</mo></mrow></math>",2847,66,0.11
23,ueb.brls,527,⠼⠉⠋⠂⠋⠙⠓⠂⠑⠋⠁⠌⠙⠀⠐⠶⠀⠼⠊⠂⠀⠼⠁⠋⠃⠂⠀⠼⠁⠙⠚,"<math><mrow><mfrac><mtext>36,648,561</mtext><mtext>4</mtext></mfrac><mtext> = 9,162,140</mtext></mrow></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mn>9</mn><mo>+</mo><mn>6</mn><mo>+</mo><mn>8</mn><mo>=</mo><mn>2</mn><mo>+</mo><mn>1</mn><mo>+</mo><mn>6</mn><mo>+</mo><mn>1</mn><mo>+</mo><mn>0</mn></mrow></math>",2897,109,0.11
24,ueb.brls,1714,⠉⠕⠎⠐⠣⠞⠐⠜⠀⠐⠶⠈⠱⠀⠼⠚⠂,"<math><mrow><mi>cos</mi><mo data-mjx-texclass=""NONE"">⁡</mo><mo stretchy=""false"">(</mo><mi>t</mi><mo stretchy=""false"">)</mo><mo>≠</mo><mn>0</mn><mtext>,</mtext></mrow></math>","<math><mrow><mi>csc</mi><mo data-mjx-texclass=""NONE"">⁡</mo><mo stretchy=""false"">(</mo><mi>t</mi><mo stretchy=""false"">)</mo><mo>=</mo><mn>0</mn><mtext>,</mtext></mrow></math>",2862,74,0.11
25,ueb.brls,2065,⠰⠰⠰⠇⠕⠛⠢⠼⠓⠐⠣⠭⠐⠖⠼⠋⠐⠜⠐⠤⠇⠕⠛⠢⠼⠓⠐⠣⠭⠐⠜⠀⠐⠶⠀⠇⠕⠛⠢⠼⠓⠐⠣⠼⠑⠓⠐⠜⠰⠄,<math><mrow><msub><mi>log</mi><mn>8</mn></msub><mrow><mo>(</mo><mrow><mi>x</mi><mo>+</mo><mn>6</mn></mrow><mo>)</mo></mrow><mo>−</mo><msub><mi>log</mi><mn>8</mn></msub><mrow><mo>(</mo><mi>x</mi><mo>)</mo></mrow><mo>=</mo><msub><mi>log</mi><mn>8</mn></msub><mrow><mo>(</mo><mn>58</mn><mo>)</mo></mrow></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mstyle displaystyle=""true"" scriptlevel=""0""><mfrac><mrow><mi>tan</mi><mo data-mjx-texclass=""NONE"">⁡</mo><mo stretchy=""false"">(</mo><mn>8</mn><mi>x</mi><mo stretchy=""false"">)</mo></mrow><mrow><mi>tan</mi><mo data-mjx-texclass=""NONE"">⁡</mo><mo stretchy=""false"">(</mo><mn>8</mn><mi>x</mi><mo stretchy=""false"">)</mo></mrow></mfrac></mstyle><mo>−</mo><mstyle displaystyle=""true"" scriptlevel=""0""><mfrac><mrow><mi>tan</mi><mo data-mjx-texclass=""NONE"">⁡</mo><mo stretchy=""false"">(</mo><mn>8</mn><mi>x</mi><mo stretchy=""false"">)</mo></mrow><mrow><mi>tan</mi><mo data-mjx-texclass=""NONE"">⁡</mo><mo stretchy=""false"">(</mo><mn>83</mn><mi>x</mi><mo stretchy=""false"">)</mo></mrow></mfrac></mstyle></math>",2961,296,0.11
26,ueb.brls,1430,⠰⠩⠼⠃⠙⠐⠣⠼⠃⠑⠐⠜⠬⠀⠘⠔⠀⠼⠃⠙⠲⠙⠊,"<math><mrow><msqrt><mn>24</mn><mo stretchy=""false"">(</mo><mn>25</mn><mo stretchy=""false"">)</mo></msqrt><mo>≈</mo><mn>24.49</mn></mrow></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mstyle displaystyle=""true"" scriptlevel=""0""><msub><mi>tan</mi><mrow><mn>2</mn></mrow></msub><mo data-mjx-texclass=""NONE"">⁡</mo><mo stretchy=""false"">(</mo><mn>2</mn><mi>θ</mi><mo stretchy=""false"">)</mo></mstyle><mo>+</mo><mn>2</mn><mi>θ</mi></mrow></math>",2880,128,0.11
27,ueb.brls,396,⠼⠚⠀⠸⠈⠣⠀⠠⠏⠐⠣⠠⠁⠐⠜⠀⠸⠈⠣⠀⠼⠁⠲⠠⠏⠐⠣⠠⠁⠐⠜⠀⠐⠶⠀⠼⠚,"<math><mrow><mo> </mo><mn>0</mn><mtext> </mtext><mo>≤</mo><mtext> </mtext><mi>P</mi><mrow><mo>(</mo><mi>A</mi><mo>)</mo></mrow><mtext> </mtext><mo>≤</mo><mtext> </mtext><mn>1.</mn><mi>P</mi><mo stretchy=""false"">(</mo><mi>A</mi><mo stretchy=""false"">)</mo><mtext> </mtext><mo>=</mo><mtext> </mtext><mn>0</mn></mrow></math>","<math><mrow><mn>0</mn><mo>≤</mo><mrow><mi>P</mi><mo data-mjx-texclass=""NONE"">⁡</mo><mo stretchy=""false"">(</mo><mi>A</mi><mo stretchy=""false"">)</mo></mrow><mo>≤</mo><mrow><mn>1</mn><mo>−</mo><mrow><mi>P</mi><mo data-mjx-texclass=""NONE"">⁡</mo><mo stretchy=""false"">(</mo><mi>A</mi><mo stretchy=""false"">)</mo></mrow></mrow><mo>=</mo><mn>0</mn></mrow></math>",2911,159,0.11
28,ueb.brls,1375,⠰⠟,<math><mi>q</mi></math>,<math><mrow><mi>q</mi></mrow></math>,2821,18,0.11
29,ueb.brls,1428,⠼⠃⠐⠲⠼⠃⠐⠲⠼⠃⠐⠲⠼⠃⠐⠲⠼⠉,<math><mrow><mn>2</mn><mo>·</mo><mn>2</mn><mo>·</mo><mn>2</mn><mo>·</mo><mn>2</mn><mo>·</mo><mn>3</mn></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>2</mn><mo>+</mo><mn>2</mn><mo>+</mo><mn>2</mn><mo>+</mo><mn>2</mn><mo>+</mo><mn>3</mn></math>",2869,70,0.11
30,ueb.brls,1950,⠰⠋⠲,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>f</mi><mtext>.</mtext></math>",<math><mi>f</mi><mo>′</mo></math>,2824,17,0.11
31,ueb.brls,2138,⠼⠉⠁⠲⠙,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>31.4</mn></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>9</mn><mi>a</mi></mfrac></math>",2829,37,0.11
32,ueb.brls,713,⠐⠣⠼⠙⠐⠖⠼⠙⠐⠜⠔⠼⠙,"<math><mrow><mo stretchy=""false"">(</mo><mn>4</mn><mo>+</mo><mn>4</mn><msup><mo stretchy=""false"">)</mo><mn>4</mn></msup></mrow></math>","<math><mrow><mo stretchy=""false"">(</mo><mn>9</mn><mo stretchy=""false"">)</mo><mo>×</mo><mn>9</mn></mrow></math>",2854,47,0.11
33,ueb.brls,2012,⠰⠍,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>m</mi></math>",<math><mi>m</mi></math>,2821,11,0.11
34,ueb.brls,159,⠋⠐⠣⠐⠤⠼⠃⠐⠜,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mstyle displaystyle=""true"" scriptlevel=""0""><mi>f</mi><mo stretchy=""false"">(</mo><mo>−</mo><mn>2</mn><mo stretchy=""false"">)</mo></mstyle></math>","<math><mrow><mi>f</mi><mo data-mjx-texclass=""NONE"">⁡</mo><mo stretchy=""false"">(</mo><mn>2</mn><mo stretchy=""false"">)</mo></mrow></math>",2842,57,0.11
35,ueb.brls,1591,⠰⠭⠲,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mtext>.</mtext></math>",<math><mrow><mi>x</mi><mtext>.</mtext></mrow></math>,2824,23,0.11
36,ueb.brls,315,⠼⠃⠁⠑,<math><mn>215</mn></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>2,000,000</mn></math>",2826,30,0.11
37,ueb.brls,33,⠰⠰⠰⠷⠠⠏⠁⠗⠞⠽⠀⠠⠁⠀⠠⠎⠥⠗⠏⠇⠥⠎⠀⠠⠧⠕⠞⠑⠎⠀⠐⠤⠀⠠⠏⠁⠗⠞⠽⠀⠠⠃⠀⠠⠎⠥⠗⠏⠇⠥⠎⠀⠠⠧⠕⠞⠑⠎⠨⠌⠠⠞⠕⠞⠁⠇⠀⠠⠧⠕⠞⠑⠎⠾⠀⠐⠶⠀⠷⠼⠊⠐⠤⠼⠋⠨⠌⠼⠉⠑⠾⠀⠐⠶⠀⠼⠉⠌⠉⠑⠀⠘⠔⠀⠼⠚⠲⠚⠓⠑⠛⠰⠄,<math><mrow><mfrac><mrow><mtext>Party A Surplus Votes </mtext><mo>−</mo><mtext> Party B Surplus Votes</mtext></mrow><mtext>Total Votes</mtext></mfrac><mo>=</mo><mfrac><mrow><mn>9</mn><mo>−</mo><mn>6</mn></mrow><mn>35</mn></mfrac><mo>=</mo><mfrac><mn>3</mn><mn>35</mn></mfrac><mo>≈</mo><mn>0.0857</mn></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mstyle displaystyle=""true"" scriptlevel=""0""><mfrac><mrow><mi>P</mi><mi>a</mi><mi>r</mi><mi>t</mi><mi>y</mi><mo>;</mo><mi>a</mi><mo>;</mo><mi>S</mi><mi>u</mi><mi>r</mi><mi>p</mi><mi>l</mi><mi>u</mi><mi>s</mi><mo>;</mo><mi>T</mi><mi>o</mi><mi>t</mi><mi>a</mi><mi{l</mi><mo>;</mo><mi>P</mi><mi>a</mi><mi>r</mi><mi>t</mi><mi>y</mi><mo>;</mo><mi>b</mi><mo>;</mo><mi>S</mi><mi>u</mi><mi>r</mi><mi>p</mi><mi>l</mi><mi>u</mi><mi>s</mi><mo>;</mo><mi>T</mi><mi>o</mi><mi>t</mi><mi>a</mi><mi{l</mi></mrow><mrow><mi>T</mi><mi{o</mi><mi>t</mi><mi>a</mi><mi{l</mi><mo>;</mo><mi>T</mi><mi>o</mi><mi>t</mi><mi>a</mi><mi{l</mi></mrow></mfrac></mstyle><mo>=</mo><mfrac><mrow><mo>−</mo><mn>2</mn></mrow><mrow><mn>3</mn><mo>−</mo><mn>4</mn></mrow></mfrac><mo>=</mo><mfrac><mrow><mn>3</mn><mo>−</mo><mn>4</mn></mrow><mn>8</mn><mo>−</mo><mn>8</mn></mrow><mrow><mn>0</mn><mo>;</mo><mn>0</mn><mo>;</mo><mn>0</mn></mrow></mfrac></math>",3120,475,0.11
38,ueb.brls,440,⠰⠠⠺⠂,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>W</mi><mtext>,</mtext></math>",<math><mrow><mi>P</mi><mo>′</mo></mrow></math>,2827,23,0.11
39,ueb.brls,968,⠰⠞,<math><mi>t</mi></math>,<math><mi>t</mi></math>,2821,11,0.11
40,ueb.brls,1387,⠰⠰⠰⠷⠇⠕⠛⠀⠭⠨⠌⠇⠕⠛⠠⠓⠾⠀⠐⠶⠀⠼⠑⠰⠄,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mstyle displaystyle=""true"" scriptlevel=""0""><mstyle displaystyle=""true"" scriptlevel=""0""><mfrac><mrow><mi>log</mi><mo>⁡</mo><mi>x</mi></mrow><mrow><mi>log</mi><mo>⁡</mo><mi>H</mi></mrow></mfrac></mstyle><mo>=</mo><mn>5</mn></mstyle></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML""><mstyle displaystyle=""true"" scriptlevel=""0""><mfrac><mrow><mi>f</mi><mo>′</mo></mrow><mrow><mo>(</mo><mi>x</mi><mo>)</mo></mrow></mfrac></mstyle><mo>=</mo><mstyle displaystyle=""true"" scriptlevel=""0""><mfrac><mn>1</mn><mrow><mi>x</mi><mo>+</mo><mn>1</mn></mrow></mfrac></mstyle></math>",2884,133,0.11
41,ueb.brls,15,⠰⠠⠞⠂,"<math><mrow><mi>T</mi><mo>,</mo></mrow></math>",<math><mi>T</mi><mo>′</mo></math>,2827,17,0.11
42,ueb.brls,402,⠐⠣⠼⠚⠂⠀⠼⠁⠐⠜⠲,"<math><mrow><mrow><mo>(</mo><mrow><mn>0</mn><mo>,</mo><mn>1</mn></mrow><mo>)</mo></mrow><mo>.</mo></mrow></math>","<math><mrow><mo stretchy=""false"">(</mo><mn>0</mn><mo stretchy=""false"">)</mo><mn>1</mn><mo stretchy=""false"">)</mo><mtext>.</mtext></mrow></math>",2845,57,0.11
43,ueb.brls,1542,⠐⠤⠼⠉,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>−</mo><mn>3</mn></math>",<math><mn>−3</mn></math>,2827,13,0.11
44,ueb.brls,1650,⠼⠃⠐⠲⠼⠉⠀⠐⠶⠀⠼⠋⠲,<math><mrow><mn>2</mn><mo>⋅</mo><mn>3</mn><mo>=</mo><mn>6</mn><mtext>.</mtext></mrow></math>,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>2</mn><mo>×</mo><mn>3</mn><mo>=</mo><mn>6</mn></math>",2850,48,0.11
45,ueb.brls,1459,⠰⠰⠰⠅⠀⠐⠶⠀⠊⠝⠧⠠⠝⠕⠗⠍⠐⠣⠁⠗⠑⠁⠀⠞⠕⠀⠞⠓⠑⠀⠇⠑⠋⠞⠀⠕⠋⠀⠅⠂⠀⠍⠑⠁⠝⠂⠀⠷⠎⠞⠁⠝⠙⠁⠗⠙⠙⠑⠧⠊⠁⠞⠊⠕⠝⠨⠌⠩⠎⠁⠍⠏⠇⠑⠎⠊⠵⠑⠬⠾⠐⠜⠰⠄,"<math><mrow><mi>k</mi><mtext> = invNorm</mtext><mrow><mo>(</mo><mrow><mtext>area to the left of</mtext><mspace width=""0.25em""></mspace><mi>k</mi><mo>,</mo><mo> </mo><mtext>mean</mtext><mo>,</mo><mo> </mo><mfrac><mrow><mi>s</mi><mi>t</mi><mi>a</mi><mi>n</mi><mi>d</mi><mi>a</mi><mi>r</mi><mi>d</mi><mo> </mo><mi>d</mi><mi>e</mi><mi>v</mi><mi>i</mi><mi>a</mi><mi>t</mi><mi>i</mi><mi>o</mi><mi>n</mi></mrow><msqrt><mrow><mi>s</mi><mi>a</mi><mi>m</mi><mi>p</mi><mi>l</mi><mi>e</mi><mo> </mo><mi>s</mi><mi>i</mi><mi>z</mi><mi>e</mi></mrow></msqrt></mfrac></mrow><mo>)</mo></mrow></mrow></math>","<math xmlns=""http://www.w3.org/1998/Math/MathML""><mstyle displaystyle=""true"" scriptlevel=""0""><mfrac><mrow><mi mathvariant=""italic"">E</mi><mo stretchy=""false"">[</mo><msub><mi>Y</mi><mrow><mi>X</mi></mrow></msub><mo stretchy=""false"">]</mo><mo>=</mo><mi>β</mi><msub><mi>X</mi><mrow><mi>X</mi></mrow></msub><mo>+</mo><mi>α</mi></mrow><mrow><msqrt><mrow><mfrac><mn>1</mn><mi>n</mi></mfrac><mo>+</mo><mfrac><msup><mi mathvariant=""italic"">X</mi><mn>2</mn></msup><msub><mi mathvariant=""italic"">S</mi><mi mathvariant=""italic"">X</mi><msup><mi>X</mi><mn>2</mn></msup></msub></mfrac></mrow></msqrt></mrow></mfrac></mstyle></math>",3042,254,0.11
